"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"30/01/2021","478.076.000","472.625.984","478.089.984","472.625.984","0,20K","1,15%"
"29/01/2021","472.625.984","461.876.992","514.000.000","461.876.992","0,50K","2,33%"
"28/01/2021","461.876.992","433.176.000","461.876.992","433.176.000","0,21K","6,63%"
"27/01/2021","433.176.000","460.969.984","460.969.984","433.176.000","0,26K","-6,03%"
"26/01/2021","460.969.984","456.000.992","460.969.984","456.000.992","0,21K","1,09%"
"25/01/2021","456.000.992","451.999.008","463.705.984","451.999.008","0,32K","0,89%"
"24/01/2021","451.999.008","449.936.992","451.999.008","447.108.992","0,12K","0,46%"
"23/01/2021","449.936.992","468.201.984","468.201.984","449.936.992","0,24K","-3,90%"
"22/01/2021","468.200.992","445.567.008","468.200.992","422.902.016","0,45K","5,08%"
"21/01/2021","445.567.008","503.300.000","503.300.000","445.567.008","0,40K","-11,47%"
"20/01/2021","503.300.000","508.383.008","508.383.008","503.300.000","0,29K","-1,00%"
"19/01/2021","508.383.008","515.988.992","520.447.008","508.383.008","0,24K","-1,47%"
"18/01/2021","515.988.992","505.576.992","515.988.992","505.576.992","0,22K","2,06%"
"17/01/2021","505.576.992","511.998.016","511.998.016","505.576.992","0,23K","-1,30%"
"16/01/2021","512.224.000","525.000.992","525.000.992","512.224.000","0,21K","-2,43%"
"15/01/2021","525.000.992","551.574.016","551.574.016","523.339.008","0,32K","-4,64%"
"14/01/2021","550.550.016","530.203.008","550.550.016","530.203.008","0,32K","3,84%"
"13/01/2021","530.179.008","487.351.008","530.179.008","471.030.016","0,38K","8,79%"
"12/01/2021","487.351.008","508.600.000","508.600.000","487.351.008","0,42K","-4,28%"
"11/01/2021","509.120.000","545.499.008","545.499.008","509.120.000","0,97K","-6,67%"
"10/01/2021","545.499.008","567.004.032","577.056.000","545.499.008","0,39K","-3,79%"
"09/01/2021","567.004.032","576.302.976","576.302.976","567.004.032","0,25K","-1,58%"
"08/01/2021","576.089.024","553.516.032","576.089.024","553.516.032","0,61K","4,08%"
"07/01/2021","553.516.032","512.692.992","553.516.032","512.692.992","0,54K","7,96%"
"06/01/2021","512.692.992","476.400.992","512.692.992","476.400.992","0,45K","7,62%"
"05/01/2021","476.400.992","451.580.000","476.400.992","439.049.984","0,34K","5,52%"
"04/01/2021","451.488.000","462.184.000","462.184.000","451.488.000","0,69K","-2,31%"
"03/01/2021","462.184.000","448.478.016","462.184.000","448.478.016","0,46K","3,06%"
"02/01/2021","448.478.016","412.879.008","458.788.000","412.879.008","0,50K","8,62%"
"01/01/2021","412.879.008","406.377.984","412.879.008","406.377.984","0,21K","1,60%"
"31/12/2020","406.377.984","406.527.008","406.527.008","406.377.984","0,27K","-0,04%"
"30/12/2020","406.527.008","388.000.000","406.527.008","388.000.000","0,38K","4,78%"
"29/12/2020","388.000.000","386.169.984","388.000.000","386.169.984","0,29K","0,47%"
"28/12/2020","386.169.984","373.768.992","387.640.000","373.768.992","0,21K","3,32%"
"27/12/2020","373.768.992","377.776.992","399.548.992","373.768.992","0,59K","-1,06%"
"26/12/2020","377.776.992","352.024.992","377.776.992","352.024.992","0,28K","7,32%"
"25/12/2020","352.024.992","340.374.016","352.024.992","340.374.016","0,26K","3,42%"
"24/12/2020","340.374.016","336.000.000","340.374.016","335.048.992","0,20K","1,30%"
"23/12/2020","336.000.000","338.500.000","340.745.984","336.000.000","0,35K","-0,74%"
"22/12/2020","338.500.000","325.000.000","338.500.000","325.000.000","0,23K","4,15%"
"21/12/2020","325.000.000","329.380.992","333.342.016","325.000.000","0,42K","-1,33%"
"20/12/2020","329.380.992","332.064.992","332.064.992","329.380.992","0,20K","-0,81%"
"19/12/2020","332.064.992","321.388.000","332.064.992","321.388.000","0,28K","3,32%"
"18/12/2020","321.388.000","314.926.016","321.388.000","314.926.016","0,26K","2,05%"
"17/12/2020","314.926.016","293.785.984","317.576.000","293.785.984","0,75K","7,20%"
"16/12/2020","293.785.984","273.200.992","293.785.984","273.000.000","0,54K","7,53%"
"15/12/2020","273.200.992","270.760.992","273.200.992","270.412.000","0,19K","0,90%"
"14/12/2020","270.760.992","268.782.016","270.760.992","268.782.016","0,11K","0,74%"
"13/12/2020","268.782.016","265.890.000","268.782.016","265.890.000","0,17K","1,09%"
"12/12/2020","265.890.000","258.000.000","265.890.000","258.000.000","0,19K","3,06%"
"11/12/2020","258.000.000","260.084.000","260.084.000","258.000.000","0,22K","-0,80%"
"10/12/2020","260.084.000","264.846.000","264.846.000","260.084.000","0,12K","-1,80%"
"09/12/2020","264.846.000","261.300.000","264.846.000","261.300.000","0,25K","1,36%"
"08/12/2020","261.300.000","270.200.000","270.200.000","261.300.000","0,21K","-3,29%"
"07/12/2020","270.200.000","272.000.000","272.000.000","270.200.000","0,13K","-0,66%"
"06/12/2020","272.000.000","270.000.000","272.000.000","270.000.000","0,11K","0,74%"
"05/12/2020","270.000.000","264.863.008","270.000.000","264.863.008","0,08K","1,94%"
"04/12/2020","264.863.008","271.449.984","271.449.984","264.863.008","0,23K","-2,43%"
"03/12/2020","271.449.984","270.000.000","271.449.984","270.000.000","0,23K","0,54%"
"02/12/2020","270.000.000","264.892.000","270.000.000","264.892.000","0,19K","1,93%"
"01/12/2020","264.892.000","274.848.992","274.848.992","264.892.000","0,41K","-3,62%"
"30/11/2020","274.848.992","256.851.008","274.848.992","256.851.008","0,44K","7,01%"
"29/11/2020","256.851.008","251.090.000","256.851.008","251.090.000","0,14K","2,29%"
"28/11/2020","251.090.000","241.490.000","251.090.000","241.402.000","0,12K","3,98%"
"27/11/2020","241.490.000","243.276.992","243.276.992","241.490.000","0,24K","-0,73%"
"26/11/2020","243.276.992","265.500.000","265.500.000","243.276.992","0,64K","-8,37%"
"25/11/2020","265.500.000","269.249.984","269.249.984","265.500.000","0,22K","-1,39%"
"24/11/2020","269.249.984","259.314.000","269.999.008","258.988.992","0,34K","3,83%"
"23/11/2020","259.314.000","260.910.000","262.508.992","259.314.000","0,18K","-0,61%"
"22/11/2020","260.910.000","264.504.992","264.504.992","258.146.000","0,18K","-1,36%"
"21/11/2020","264.504.992","262.815.008","264.504.992","262.815.008","0,18K","0,64%"
"20/11/2020","262.815.008","252.334.000","262.815.008","252.334.000","0,26K","4,15%"
"19/11/2020","252.334.000","252.200.000","252.334.000","249.948.992","0,24K","0,05%"
"18/11/2020","252.200.000","247.824.000","252.200.000","247.824.000","0,35K","1,77%"
"17/11/2020","247.824.000","235.948.000","247.824.000","235.948.000","0,32K","5,03%"
"16/11/2020","235.948.000","228.400.000","235.948.000","228.400.000","0,19K","3,30%"
"15/11/2020","228.400.000","229.992.000","229.992.000","228.400.000","0,07K","-0,69%"
"14/11/2020","229.992.000","232.335.008","232.335.008","229.992.000","0,12K","-1,01%"
"13/11/2020","232.335.008","230.250.000","232.335.008","230.250.000","0,17K","0,91%"
"12/11/2020","230.250.000","221.130.000","230.250.000","221.130.000","0,28K","4,12%"
"11/11/2020","221.130.000","215.668.992","221.883.008","215.668.992","0,20K","2,53%"
"10/11/2020","215.668.992","217.580.000","217.580.000","215.668.992","0,14K","-0,88%"
"09/11/2020","217.580.000","221.636.992","221.636.992","215.807.008","0,23K","-1,83%"
"08/11/2020","221.636.992","211.940.992","221.636.992","211.940.992","0,13K","4,57%"
"07/11/2020","211.940.992","222.808.992","222.808.992","211.940.992","0,24K","-4,88%"
"06/11/2020","222.808.992","225.056.000","225.056.000","222.808.992","0,34K","-1,00%"
"05/11/2020","225.056.992","205.399.008","225.056.992","205.399.008","0,39K","9,57%"
"04/11/2020","205.399.008","204.051.008","205.399.008","200.895.008","0,21K","0,62%"
"03/11/2020","204.124.992","198.642.000","204.124.992","198.642.000","0,19K","2,76%"
"02/11/2020","198.642.000","199.999.008","199.999.008","196.200.000","0,20K","-0,68%"
"01/11/2020","199.999.008","201.663.008","201.663.008","199.999.008","0,09K","-0,83%"
"31/10/2020","201.663.008","197.718.000","201.663.008","197.718.000","0,18K","2,00%"
"30/10/2020","197.718.000","196.758.000","197.718.000","196.758.000","0,17K","0,49%"
"29/10/2020","196.758.000","194.782.000","196.758.000","194.782.000","0,13K","1,01%"
"28/10/2020","194.782.000","198.632.992","198.632.992","194.782.000","0,28K","-1,94%"
"27/10/2020","198.632.992","190.663.008","198.632.992","190.663.008","0,23K","4,18%"
"26/10/2020","190.663.008","189.956.000","192.100.992","189.956.000","0,16K","0,37%"
"25/10/2020","189.956.000","190.152.000","192.150.000","189.956.000","0,16K","-0,10%"
"24/10/2020","190.152.000","188.264.000","190.152.000","188.264.000","0,14K","1,00%"
"23/10/2020","188.264.000","188.559.008","188.559.008","188.264.000","0,15K","-0,16%"
"22/10/2020","188.559.008","186.348.000","188.559.008","186.348.000","0,22K","1,19%"
"21/10/2020","186.348.000","173.902.000","186.348.000","173.902.000","0,33K","7,16%"
"20/10/2020","173.902.000","171.599.008","173.902.000","171.599.008","0,15K","1,34%"
"19/10/2020","171.599.008","168.124.992","171.599.008","168.124.992","0,17K","2,07%"
"18/10/2020","168.124.992","167.099.008","168.124.992","167.099.008","0,05K","0,61%"
"17/10/2020","167.099.008","167.320.992","167.320.992","167.099.008","0,06K","-0,13%"
"16/10/2020","167.320.992","168.308.992","168.308.992","167.320.992","0,19K","-0,59%"
"15/10/2020","168.308.992","167.064.992","168.308.992","167.064.992","0,15K","0,74%"
"14/10/2020","167.064.992","166.515.008","167.064.992","166.515.008","0,16K","0,33%"
"13/10/2020","166.515.008","167.419.008","167.419.008","166.515.008","0,16K","-0,54%"
"12/10/2020","167.419.008","164.904.992","167.419.008","164.904.992","0,14K","1,52%"
"11/10/2020","164.904.992","164.303.008","164.904.992","164.303.008","0,08K","0,37%"
"10/10/2020","164.303.008","162.198.000","164.303.008","162.198.000","0,17K","1,30%"
"09/10/2020","162.198.000","160.203.008","162.198.000","159.651.008","0,15K","1,25%"
"08/10/2020","160.203.008","157.728.000","160.203.008","157.728.000","0,23K","1,57%"
"07/10/2020","157.728.000","157.596.992","157.728.000","157.596.992","0,11K","0,08%"
"06/10/2020","157.596.992","159.499.008","159.499.008","157.596.992","0,12K","-1,19%"
"05/10/2020","159.499.008","158.719.008","159.499.008","158.219.008","0,09K","0,49%"
"04/10/2020","158.719.008","157.456.992","158.719.008","157.456.992","0,07K","0,80%"
"03/10/2020","157.456.992","157.598.000","157.598.000","157.456.992","0,04K","-0,09%"
"02/10/2020","157.598.000","157.980.992","157.980.992","157.598.000","0,12K","-0,24%"
"01/10/2020","157.980.992","160.488.000","161.786.000","157.980.992","0,11K","-1,56%"
"30/09/2020","160.488.000","161.898.000","161.898.000","160.459.008","0,10K","-0,87%"
"29/09/2020","161.898.000","160.559.008","161.898.000","160.559.008","0,13K","0,83%"
"28/09/2020","160.559.008","160.588.992","160.588.992","160.559.008","0,20K","-0,02%"
"27/09/2020","160.588.992","160.971.008","160.971.008","160.588.992","0,10K","-0,24%"
"26/09/2020","160.971.008","160.399.008","160.971.008","160.399.008","0,09K","0,36%"
"25/09/2020","160.399.008","160.068.992","160.399.008","160.068.992","0,15K","0,21%"
"24/09/2020","160.068.992","153.302.000","160.068.992","153.302.000","0,17K","4,41%"
"23/09/2020","153.302.000","156.600.992","156.600.992","153.302.000","0,16K","-2,11%"
"22/09/2020","156.600.992","154.560.992","156.600.992","154.560.992","0,12K","1,32%"
"21/09/2020","154.560.992","161.795.008","161.795.008","154.560.992","0,16K","-4,47%"
"20/09/2020","161.795.008","163.782.000","163.782.000","161.795.008","0,11K","-1,21%"
"19/09/2020","163.782.000","162.735.008","163.782.000","162.735.008","0,09K","0,64%"
"18/09/2020","162.735.008","163.284.000","163.284.000","162.735.008","0,13K","-0,34%"
"17/09/2020","163.284.000","164.628.992","164.628.992","163.284.000","0,18K","-0,82%"
"16/09/2020","164.628.992","162.106.000","164.628.992","162.106.000","0,23K","1,56%"
"15/09/2020","162.106.000","159.400.992","162.106.000","159.400.992","0,22K","1,73%"
"14/09/2020","159.347.008","154.699.008","159.347.008","154.699.008","0,18K","3,00%"
"13/09/2020","154.699.008","155.999.008","157.600.000","154.699.008","0,16K","-0,83%"
"12/09/2020","156.000.000","155.788.992","156.000.000","155.788.992","0,15K","0,14%"
"11/09/2020","155.788.992","154.410.000","155.788.992","154.410.000","0,13K","0,89%"
"10/09/2020","154.410.000","151.744.992","154.410.000","151.744.992","0,20K","1,76%"
"09/09/2020","151.744.992","150.600.000","151.744.992","150.600.000","0,17K","0,76%"
"08/09/2020","150.600.000","154.300.000","154.300.000","150.600.000","0,24K","-2,40%"
"07/09/2020","154.300.000","154.202.000","154.300.000","150.598.000","0,26K","0,06%"
"06/09/2020","154.202.000","152.100.992","154.202.000","152.100.992","0,12K","1,38%"
"05/09/2020","152.100.992","156.811.008","156.811.008","152.100.992","0,22K","-3,00%"
"04/09/2020","156.811.008","155.860.992","156.811.008","155.860.992","0,37K","0,61%"
"03/09/2020","155.860.992","169.500.992","169.500.992","155.860.992","0,31K","-8,05%"
"02/09/2020","169.500.992","174.588.000","174.588.000","168.880.000","0,25K","-2,91%"
"01/09/2020","174.588.000","171.000.992","174.848.992","171.000.992","0,26K","2,10%"
"31/08/2020","171.000.992","171.600.000","171.600.000","170.820.000","0,17K","-0,35%"
"30/08/2020","171.600.000","168.800.992","171.600.000","168.800.992","0,15K","1,66%"
"29/08/2020","168.800.992","169.899.008","169.899.008","168.800.992","0,09K","-0,65%"
"28/08/2020","169.899.008","168.266.000","169.899.008","168.266.000","0,11K","0,97%"
"27/08/2020","168.266.000","170.080.992","170.080.992","168.266.000","0,17K","-1,07%"
"26/08/2020","170.080.992","170.160.000","170.160.000","170.080.992","0,22K","-0,05%"
"25/08/2020","170.160.000","175.251.008","175.251.008","170.160.000","0,28K","-2,90%"
"24/08/2020","175.251.008","174.563.008","175.251.008","174.563.008","0,18K","0,39%"
"23/08/2020","174.563.008","175.472.000","175.472.000","174.563.008","0,14K","-0,52%"
"22/08/2020","175.472.000","174.832.992","175.472.000","174.832.992","0,18K","0,37%"
"21/08/2020","174.832.992","178.914.000","178.914.000","174.832.992","0,16K","-2,25%"
"20/08/2020","178.852.000","178.048.000","178.852.000","178.048.000","0,16K","0,45%"
"19/08/2020","178.048.000","181.400.000","181.400.000","178.048.000","0,39K","-1,85%"
"18/08/2020","181.400.000","183.130.000","183.130.000","181.400.000","0,28K","-0,94%"
"17/08/2020","183.130.000","177.404.992","183.130.000","177.404.992","0,33K","3,23%"
"16/08/2020","177.404.992","177.300.992","177.404.992","176.995.008","0,12K","0,06%"
"15/08/2020","177.300.992","175.436.000","177.300.992","175.436.000","0,27K","1,06%"
"14/08/2020","175.436.000","174.579.008","175.436.000","174.579.008","0,23K","0,49%"
"13/08/2020","174.579.008","172.763.008","174.579.008","171.500.000","0,32K","1,05%"
"12/08/2020","172.763.008","170.851.008","172.763.008","170.851.008","0,34K","1,12%"
"11/08/2020","170.851.008","173.900.000","173.904.000","170.851.008","0,42K","-1,75%"
"10/08/2020","173.900.000","171.596.000","173.900.000","171.596.000","0,44K","1,34%"
"09/08/2020","171.596.000","172.415.008","172.415.008","171.227.008","0,15K","-0,48%"
"08/08/2020","172.415.008","170.602.000","172.415.008","170.602.000","0,15K","1,06%"
"07/08/2020","170.602.000","171.404.992","171.404.992","170.602.000","0,34K","-0,47%"
"06/08/2020","171.404.992","169.692.000","171.404.992","169.692.000","0,27K","1,01%"
"05/08/2020","169.692.000","164.860.000","169.692.000","164.860.000","0,32K","2,93%"
"04/08/2020","164.860.000","165.184.992","166.015.008","164.860.000","0,20K","-0,20%"
"03/08/2020","165.184.000","161.560.000","165.184.000","161.560.000","0,26K","2,24%"
"02/08/2020","161.560.000","170.700.000","170.700.000","161.560.000","0,48K","-5,35%"
"01/08/2020","170.700.000","164.999.008","170.700.000","164.999.008","0,41K","3,39%"
"31/07/2020","165.096.000","161.963.008","165.096.000","161.963.008","0,33K","1,93%"
"30/07/2020","161.963.008","161.823.008","161.963.008","161.214.000","0,23K","0,09%"
"29/07/2020","161.823.008","159.020.000","161.836.992","159.020.000","0,40K","1,76%"
"28/07/2020","159.020.000","161.871.008","161.871.008","159.020.000","0,60K","6,02%"
"27/07/2020","149.990.000","143.788.000","149.990.000","143.788.000","0,37K","4,31%"
"26/07/2020","143.788.000","140.500.000","143.788.000","140.500.000","0,31K","2,34%"
"25/07/2020","140.500.000","139.002.000","140.500.000","139.002.000","0,17K","1,08%"
"24/07/2020","139.002.000","139.587.008","139.587.008","139.002.000","0,15K","-0,42%"
"23/07/2020","139.587.008","138.496.000","139.587.008","138.496.000","0,20K","0,79%"
"22/07/2020","138.496.000","137.375.008","138.496.000","136.739.008","0,22K","0,82%"
"21/07/2020","137.375.008","134.356.992","137.375.008","134.356.992","0,30K","2,25%"
"20/07/2020","134.356.992","133.989.000","134.356.992","133.989.000","0,18K","0,27%"
"19/07/2020","133.989.000","133.700.000","133.989.000","133.700.000","0,09K","0,22%"
"18/07/2020","133.700.000","134.200.000","134.200.000","133.700.000","0,09K","-0,37%"
"17/07/2020","134.200.000","133.523.000","134.200.000","133.523.000","0,19K","0,51%"
"16/07/2020","133.523.000","133.567.000","133.567.000","133.523.000","0,19K","-0,03%"
"15/07/2020","133.567.000","133.503.000","133.615.000","133.503.000","0,19K","0,05%"
"14/07/2020","133.503.000","133.001.000","133.599.000","133.001.000","0,20K","0,38%"
"13/07/2020","133.001.000","133.164.000","133.457.000","133.001.000","0,19K","-0,12%"
"12/07/2020","133.164.000","132.590.000","133.164.000","132.590.000","0,10K","0,43%"
"11/07/2020","132.590.000","133.699.000","133.699.000","132.590.000","0,09K","-0,83%"
"10/07/2020","133.699.000","132.900.000","133.699.000","132.900.000","0,19K","0,60%"
"09/07/2020","132.900.000","134.081.000","134.588.992","132.900.000","0,25K","-0,88%"
"08/07/2020","134.081.000","132.905.000","134.081.000","132.905.000","0,24K","0,88%"
"07/07/2020","132.905.000","134.194.000","134.194.000","132.905.000","0,18K","-0,96%"
"06/07/2020","134.194.000","132.800.000","134.194.000","132.359.000","0,22K","1,05%"
"05/07/2020","132.800.000","132.949.000","133.300.000","132.167.000","0,10K","-0,11%"
"04/07/2020","132.949.000","132.612.000","133.654.000","132.287.000","0,08K","0,25%"
"03/07/2020","132.612.000","132.751.000","133.299.000","132.510.000","0,13K","-0,10%"
"02/07/2020","132.751.000","133.133.000","134.101.000","131.870.000","0,20K","-0,29%"
"01/07/2020","133.133.000","132.296.000","134.432.000","132.099.000","0,21K","0,63%"
"30/06/2020","132.296.000","132.958.000","133.400.000","132.100.000","0,19K","-0,50%"
"29/06/2020","132.958.000","132.650.000","133.424.000","131.600.000","0,20K","0,23%"
"28/06/2020","132.650.000","131.977.000","133.522.000","131.200.000","0,13K","0,51%"
"27/06/2020","131.977.000","133.701.000","133.850.000","131.170.000","0,20K","-1,29%"
"26/06/2020","133.701.000","133.965.000","134.400.000","132.680.000","0,20K","-0,20%"
"25/06/2020","133.965.000","134.150.000","135.100.992","131.499.000","0,31K","-0,14%"
"24/06/2020","134.150.000","136.356.000","136.840.000","133.000.000","0,25K","-1,62%"
"23/06/2020","136.356.000","137.819.008","137.938.000","136.000.000","0,27K","-1,06%"
"22/06/2020","137.819.008","133.030.000","137.880.992","132.963.000","0,26K","3,60%"
"21/06/2020","133.030.000","134.251.008","134.754.000","133.003.000","0,08K","-0,91%"
"20/06/2020","134.251.008","133.809.000","134.315.008","133.000.000","0,10K","0,33%"
"19/06/2020","133.809.000","134.500.992","134.770.000","133.515.000","0,17K","-0,51%"
"18/06/2020","134.500.992","135.563.008","135.818.000","133.850.000","0,15K","-0,78%"
"17/06/2020","135.563.008","136.106.000","136.695.008","134.592.000","0,22K","-0,40%"
"16/06/2020","136.106.000","136.959.008","137.775.008","135.500.000","0,28K","-0,62%"
"15/06/2020","136.959.008","137.140.992","137.142.000","131.170.000","0,45K","-0,13%"
"14/06/2020","137.140.992","137.748.992","137.872.000","136.526.000","0,10K","-0,44%"
"13/06/2020","137.748.992","137.070.000","137.884.000","136.574.000","0,09K","0,50%"
"12/06/2020","137.070.000","136.882.000","138.016.992","136.000.000","0,21K","0,14%"
"11/06/2020","136.882.000","140.254.000","141.000.000","134.936.000","0,49K","-2,40%"
"10/06/2020","140.254.000","138.152.000","140.646.000","138.152.000","0,23K","1,52%"
"09/06/2020","138.152.000","138.000.000","139.000.000","136.938.000","0,26K","0,11%"
"08/06/2020","138.000.000","138.138.000","138.850.000","137.000.992","0,26K","-0,10%"
"07/06/2020","138.138.000","137.890.000","138.976.000","135.848.000","0,33K","0,18%"
"06/06/2020","137.890.000","137.014.000","137.954.000","136.620.000","0,17K","0,64%"
"05/06/2020","137.014.000","139.484.992","139.732.000","137.014.000","0,27K","-1,77%"
"04/06/2020","139.484.992","137.975.008","140.000.000","136.620.000","0,28K","1,09%"
"03/06/2020","137.975.008","137.775.008","138.000.000","136.248.000","0,22K","0,15%"
"02/06/2020","137.775.008","145.898.000","145.900.000","135.030.000","0,77K","-5,57%"
"01/06/2020","145.898.000","137.799.008","145.900.000","137.320.000","0,28K","5,88%"
"31/05/2020","137.799.008","140.383.008","140.384.000","137.332.000","0,19K","-1,84%"
"30/05/2020","140.383.008","137.910.000","140.500.000","137.008.992","0,20K","1,79%"
"29/05/2020","137.910.000","141.196.000","141.500.000","137.000.992","0,25K","-2,33%"
"28/05/2020","141.196.000","137.030.000","141.200.000","136.444.000","0,36K","3,04%"
"27/05/2020","137.030.000","132.720.000","137.540.000","132.450.000","0,39K","3,25%"
"26/05/2020","132.720.000","133.745.000","134.998.000","131.000.000","0,29K","-0,77%"
"25/05/2020","133.745.000","132.345.000","134.956.000","131.355.000","0,29K","1,06%"
"24/05/2020","132.345.000","137.890.000","139.387.008","132.091.000","0,27K","-4,02%"
"23/05/2020","137.890.000","138.620.000","140.110.000","137.100.992","0,19K","-0,53%"
"22/05/2020","138.620.000","136.383.008","139.499.008","135.000.992","0,34K","1,64%"
"21/05/2020","136.383.008","141.451.008","142.140.992","133.200.000","0,50K","-3,58%"
"20/05/2020","141.451.008","143.232.000","143.590.000","139.000.000","0,47K","-1,24%"
"19/05/2020","143.232.000","143.206.000","144.207.008","140.900.000","0,30K","0,00%"
"18/05/2020","143.239.008","142.548.992","145.500.992","141.011.008","0,39K","0,48%"
"17/05/2020","142.548.992","140.340.992","144.688.992","139.500.000","0,37K","1,57%"
"16/05/2020","140.340.992","138.432.000","142.250.000","137.155.008","0,26K","1,38%"
"15/05/2020","138.432.000","144.775.008","144.990.000","136.948.992","0,46K","-4,38%"
"14/05/2020","144.775.008","138.884.000","147.500.000","137.596.000","0,62K","4,24%"
"13/05/2020","138.884.000","133.500.000","139.756.000","133.005.000","0,43K","4,03%"
"12/05/2020","133.500.000","130.603.000","135.400.000","130.537.000","0,36K","2,22%"
"11/05/2020","130.603.000","132.106.000","139.600.000","127.700.000","0,75K","-1,14%"
"10/05/2020","132.106.000","143.267.008","143.267.008","127.581.000","0,76K","-7,82%"
"09/05/2020","143.316.992","146.498.000","148.071.008","142.344.000","0,40K","-2,17%"
"08/05/2020","146.499.008","148.150.000","149.990.000","145.000.000","0,60K","-1,13%"
"07/05/2020","148.174.000","138.604.992","149.000.992","137.600.000","0,85K","6,90%"
"06/05/2020","138.604.992","136.099.008","140.800.000","135.103.008","0,52K","1,84%"
"05/05/2020","136.099.008","133.352.000","137.000.000","133.182.000","0,42K","2,06%"
"04/05/2020","133.352.000","131.650.000","134.800.000","129.261.000","0,41K","1,29%"
"03/05/2020","131.650.000","132.223.000","134.824.992","130.018.000","0,34K","-0,43%"
"02/05/2020","132.223.000","131.352.000","132.869.000","129.788.000","0,20K","0,66%"
"01/05/2020","131.352.000","127.861.000","134.499.008","126.965.000","0,48K","2,73%"
"30/04/2020","127.862.000","132.999.000","140.600.000","127.000.000","1,09K","-3,86%"
"29/04/2020","133.000.000","118.919.000","134.600.000","118.540.000","0,83K","11,84%"
"28/04/2020","118.919.000","118.979.000","119.011.000","117.775.000","0,25K","-0,05%"
"27/04/2020","118.979.000","116.698.000","118.999.000","116.697.000","0,34K","1,96%"
"26/04/2020","116.697.000","115.298.000","116.702.000","115.100.000","0,20K","1,22%"
"25/04/2020","115.295.000","114.740.000","116.369.000","114.387.000","0,19K","0,48%"
"24/04/2020","114.739.000","114.379.000","116.275.000","113.507.000","0,28K","0,32%"
"23/04/2020","114.370.000","110.757.000","116.100.000","109.688.000","0,60K","3,26%"
"22/04/2020","110.757.000","108.355.000","111.798.000","108.131.000","0,30K","2,22%"
"21/04/2020","108.356.000","108.999.000","110.050.000","108.000.000","0,28K","-0,59%"
"20/04/2020","108.999.000","109.741.000","111.198.000","107.406.000","0,32K","-0,68%"
"19/04/2020","109.741.000","112.098.000","112.100.000","109.506.000","0,18K","-2,10%"
"18/04/2020","112.098.000","109.786.000","112.505.000","109.786.000","0,20K","2,04%"
"17/04/2020","109.858.000","111.294.000","111.999.000","109.210.000","0,24K","-1,29%"
"16/04/2020","111.294.000","105.350.000","112.532.000","104.199.000","0,52K","5,85%"
"15/04/2020","105.141.000","109.398.000","110.781.000","105.139.000","0,35K","-3,89%"
"14/04/2020","109.398.000","111.526.000","112.000.000","109.118.000","0,32K","-1,91%"
"13/04/2020","111.526.000","112.296.000","112.296.000","108.000.000","0,63K","-0,69%"
"12/04/2020","112.296.000","112.310.000","116.455.000","111.460.000","0,29K","-0,01%"
"11/04/2020","112.310.000","111.500.000","112.868.000","110.709.000","0,26K","0,79%"
"10/04/2020","111.425.000","117.290.000","117.457.000","110.507.000","0,57K","-5,00%"
"09/04/2020","117.290.000","118.804.000","119.042.000","116.300.000","0,30K","-1,27%"
"08/04/2020","118.804.000","117.197.000","119.521.000","116.384.000","0,39K","1,37%"
"07/04/2020","117.197.000","117.500.000","119.272.000","115.949.000","0,53K","-0,24%"
"06/04/2020","117.481.000","111.907.000","117.648.000","111.824.000","0,60K","4,99%"
"05/04/2020","111.898.000","112.050.000","113.175.000","110.900.000","0,19K","-0,11%"
"04/04/2020","112.019.000","111.610.000","113.289.000","110.300.000","0,24K","0,37%"
"03/04/2020","111.610.000","111.484.000","114.911.000","110.099.000","0,44K","0,11%"
"02/04/2020","111.484.000","110.338.000","116.832.000","108.701.000","0,71K","1,04%"
"01/04/2020","110.338.000","106.036.000","110.380.000","103.031.000","0,45K","4,06%"
"31/03/2020","106.036.000","105.742.000","107.730.000","105.500.000","0,38K","0,28%"
"30/03/2020","105.742.000","98.093.000","108.643.000","97.943.000","0,59K","7,80%"
"29/03/2020","98.093.000","103.124.000","103.316.000","98.093.000","0,19K","-4,88%"
"28/03/2020","103.124.000","104.752.000","105.045.000","100.500.000","0,39K","-1,55%"
"27/03/2020","104.752.000","110.496.000","111.000.000","103.847.000","0,54K","-5,20%"
"26/03/2020","110.496.000","109.706.000","110.850.000","107.700.000","0,46K","0,72%"
"25/03/2020","109.706.000","110.400.000","112.267.000","107.456.000","0,54K","-0,63%"
"24/03/2020","110.400.000","107.693.000","111.296.000","105.001.000","0,69K","2,51%"
"23/03/2020","107.693.000","96.482.000","110.000.000","96.000.000","0,83K","11,62%"
"22/03/2020","96.482.000","101.000.000","104.029.000","96.354.000","0,34K","-4,34%"
"21/03/2020","100.855.000","102.043.000","104.994.000","96.281.000","0,48K","-1,13%"
"20/03/2020","102.008.000","100.550.000","112.503.000","96.400.000","1,09K","1,45%"
"19/03/2020","100.551.000","83.670.000","104.158.000","83.498.000","1,15K","20,18%"
"18/03/2020","83.669.000","83.061.000","84.395.000","79.750.000","0,61K","0,44%"
"17/03/2020","83.300.000","76.883.000","85.579.000","75.737.000","0,80K","8,35%"
"16/03/2020","76.883.000","81.358.000","81.892.000","70.265.000","0,98K","-5,50%"
