"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"14/10/2022","295.980.000","297.768.000","304.000.000","295.318.016","0,05K","-0,60%"
"13/10/2022","297.768.000","293.639.008","298.336.992","282.123.008","0,05K","1,40%"
"12/10/2022","293.652.992","292.891.008","294.439.008","292.784.000","0,02K","0,26%"
"11/10/2022","292.891.008","293.977.984","295.703.008","291.200.000","0,03K","-0,37%"
"10/10/2022","293.979.008","297.100.000","298.332.992","293.617.984","0,02K","-1,04%"
"09/10/2022","297.068.992","296.544.000","299.000.000","296.508.992","0,01K","0,18%"
"08/10/2022","296.544.000","298.380.992","299.156.992","295.168.992","0,01K","-0,62%"
"07/10/2022","298.380.992","302.888.992","305.924.000","295.828.992","0,03K","-1,49%"
"06/10/2022","302.888.992","304.748.000","308.432.000","301.840.000","0,03K","-0,61%"
"05/10/2022","304.748.000","307.619.008","307.620.000","301.161.984","0,04K","-0,93%"
"04/10/2022","307.619.008","299.982.016","308.800.000","298.462.016","0,04K","2,55%"
"03/10/2022","299.982.016","291.511.008","300.000.000","291.511.008","0,03K","2,91%"
"02/10/2022","291.511.008","294.371.008","296.000.992","291.000.000","0,02K","-0,97%"
"01/10/2022","294.371.008","296.055.008","297.222.016","293.700.992","0,02K","-0,57%"
"30/09/2022","296.055.008","297.329.984","305.619.008","292.419.008","0,04K","-0,43%"
"29/09/2022","297.329.984","294.647.008","298.120.992","288.256.992","0,03K","0,91%"
"28/09/2022","294.647.008","290.103.008","299.200.000","283.550.016","0,06K","1,57%"
"27/09/2022","290.103.008","290.907.008","307.000.000","286.518.016","0,06K","-0,28%"
"26/09/2022","290.907.008","283.096.000","291.392.992","282.520.000","0,03K","2,76%"
"25/09/2022","283.096.000","285.348.000","287.916.000","282.871.008","0,02K","-0,79%"
"24/09/2022","285.348.000","290.271.008","290.596.000","284.816.992","0,02K","-1,70%"
"23/09/2022","290.271.008","292.460.000","293.000.000","280.059.008","0,04K","-0,75%"
"22/09/2022","292.460.000","280.062.016","292.500.000","278.142.016","0,04K","4,43%"
"21/09/2022","280.062.016","284.900.992","295.345.984","277.332.992","0,05K","-1,70%"
"20/09/2022","284.900.992","293.548.000","294.335.008","283.537.984","0,04K","-2,95%"
"19/09/2022","293.548.000","293.280.000","294.999.008","277.332.992","0,08K","0,09%"
"18/09/2022","293.280.000","301.579.008","301.740.000","293.000.000","0,02K","-2,75%"
"17/09/2022","301.579.008","295.459.008","302.000.000","295.459.008","0,01K","2,07%"
"16/09/2022","295.459.008","295.895.008","330.395.008","292.500.000","0,02K","-0,15%"
"15/09/2022","295.895.008","303.504.000","304.182.016","293.856.000","0,03K","-2,51%"
"14/09/2022","303.504.000","304.395.008","308.960.000","300.000.000","0,03K","-0,29%"
"13/09/2022","304.395.008","331.769.984","335.808.000","301.760.992","0,07K","-8,25%"
"12/09/2022","331.769.984","321.865.984","332.904.000","319.646.016","0,07K","3,08%"
"11/09/2022","321.865.984","319.414.016","322.644.000","316.841.984","0,03K","0,77%"
"10/09/2022","319.414.016","315.280.000","320.977.984","300.000.000","0,07K","1,31%"
"09/09/2022","315.279.008","288.052.992","316.625.984","288.000.000","0,08K","9,45%"
"08/09/2022","288.052.992","287.944.000","289.276.000","285.000.000","0,05K","0,04%"
"07/09/2022","287.944.000","283.151.008","290.000.000","279.998.016","0,05K","1,62%"
"06/09/2022","283.348.992","295.799.008","300.350.016","281.220.992","0,06K","-4,21%"
"05/09/2022","295.799.008","298.540.000","298.872.992","295.000.000","0,02K","-0,92%"
"04/09/2022","298.540.000","296.903.008","298.540.992","295.009.984","0,02K","0,55%"
"03/09/2022","296.903.008","298.886.016","300.000.000","296.000.000","0,02K","-0,66%"
"02/09/2022","298.886.016","300.510.016","304.112.992","296.929.984","0,03K","-0,54%"
"01/09/2022","300.510.016","299.360.000","302.496.992","294.230.016","0,04K","0,38%"
"31/08/2022","299.360.000","296.268.992","304.500.000","296.049.984","0,04K","1,09%"
"30/08/2022","296.123.008","303.096.992","305.000.000","293.648.992","0,04K","-2,30%"
"29/08/2022","303.096.000","295.032.000","303.700.000","295.000.000","0,03K","2,73%"
"28/08/2022","295.055.008","299.999.008","301.279.008","295.000.000","0,02K","-1,65%"
"27/08/2022","299.999.008","302.959.008","304.225.984","298.800.000","0,03K","-0,91%"
"26/08/2022","302.759.008","319.500.000","322.812.992","302.369.984","0,06K","-5,24%"
"25/08/2022","319.500.000","318.712.000","323.144.000","318.500.000","0,02K","0,25%"
"24/08/2022","318.712.000","321.023.008","324.000.000","316.660.000","0,03K","-0,72%"
"23/08/2022","321.023.008","317.048.992","322.095.008","313.929.984","0,04K","1,25%"
"22/08/2022","317.049.984","322.849.984","322.851.008","313.388.992","0,03K","-1,80%"
"21/08/2022","322.849.984","316.702.016","324.280.000","316.600.992","0,02K","1,94%"
"20/08/2022","316.704.992","313.256.992","319.655.008","313.000.000","0,02K","1,10%"
"19/08/2022","313.256.992","345.868.992","345.870.016","313.256.992","0,09K","-9,43%"
"18/08/2022","345.868.992","347.340.000","350.272.992","345.849.984","0,02K","-0,42%"
"17/08/2022","347.340.000","353.095.008","359.924.992","346.000.000","0,03K","-1,63%"
"16/08/2022","353.095.008","358.500.000","359.688.992","352.000.000","0,03K","-1,51%"
"15/08/2022","358.500.000","358.500.000","370.000.000","352.427.008","0,05K","0,00%"
"14/08/2022","358.500.000","357.438.016","364.990.016","356.656.992","0,04K","0,30%"
"13/08/2022","357.438.016","358.231.008","363.488.000","356.552.992","0,04K","-0,24%"
"12/08/2022","358.291.008","353.980.992","358.784.992","349.500.000","0,04K","1,22%"
"11/08/2022","353.980.992","355.049.984","366.209.984","353.702.016","0,10K","-0,30%"
"10/08/2022","355.049.984","346.216.000","358.590.016","340.358.016","0,07K","2,55%"
"09/08/2022","346.216.000","353.940.000","355.000.000","342.078.016","0,03K","-2,18%"
"08/08/2022","353.940.000","344.760.992","359.431.008","344.678.016","0,05K","2,66%"
"07/08/2022","344.760.992","342.600.992","346.700.992","342.000.000","0,02K","0,63%"
"06/08/2022","342.600.992","346.499.008","346.880.000","342.600.000","0,01K","-1,12%"
"05/08/2022","346.499.008","338.188.992","348.400.992","338.144.000","0,03K","2,46%"
"04/08/2022","338.188.992","341.079.008","346.000.000","336.311.008","0,03K","-0,85%"
"03/08/2022","341.079.008","343.540.992","351.783.008","340.040.000","0,04K","-0,76%"
"02/08/2022","343.689.984","344.369.984","348.340.000","340.000.992","0,05K","0,09%"
"01/08/2022","343.369.984","348.940.992","350.374.016","342.000.992","0,04K","-1,60%"
"31/07/2022","348.940.992","352.180.000","358.702.016","347.348.000","0,03K","-0,92%"
"30/07/2022","352.180.000","353.624.992","365.000.992","350.559.008","0,11K","-0,41%"
"29/07/2022","353.624.992","353.928.000","359.785.984","350.000.000","0,07K","-0,09%"
"28/07/2022","353.928.992","343.384.992","358.499.008","337.900.992","0,07K","3,07%"
"27/07/2022","343.384.992","319.630.016","344.292.000","317.619.008","0,05K","7,43%"
"26/07/2022","319.630.016","321.182.016","321.182.016","312.881.984","0,04K","-0,48%"
"25/07/2022","321.182.016","339.558.016","339.924.992","320.528.000","0,04K","-5,41%"
"24/07/2022","339.558.016","338.000.000","343.204.000","335.292.992","0,02K","0,46%"
"23/07/2022","338.000.000","341.030.016","345.000.000","330.828.992","0,03K","-0,89%"
"22/07/2022","341.030.016","347.059.008","354.990.016","339.000.000","0,05K","-1,74%"
"21/07/2022","347.059.008","347.623.008","350.168.992","336.367.008","0,07K","-0,16%"
"20/07/2022","347.623.008","348.783.008","362.000.000","344.200.000","0,08K","-0,33%"
"19/07/2022","348.784.000","327.224.000","353.030.016","326.200.000","0,06K","6,24%"
"18/07/2022","328.303.008","311.152.992","338.332.000","310.600.000","0,09K","5,51%"
"17/07/2022","311.152.992","316.144.992","321.529.984","310.692.000","0,04K","-1,58%"
"16/07/2022","316.144.992","311.004.992","320.649.984","307.279.008","0,06K","1,65%"
"15/07/2022","311.004.992","307.700.000","315.927.008","304.867.008","0,11K","1,07%"
"14/07/2022","307.700.000","303.999.008","311.846.016","295.756.000","0,05K","1,22%"
"13/07/2022","303.999.008","291.300.992","304.000.000","286.612.000","0,05K","4,36%"
"12/07/2022","291.300.992","301.020.000","302.263.008","291.211.008","0,04K","-3,23%"
"11/07/2022","301.020.000","312.230.016","312.407.008","300.500.000","0,03K","-3,59%"
"10/07/2022","312.230.016","322.700.992","322.718.016","310.000.000","0,03K","-3,24%"
"09/07/2022","322.700.992","322.801.984","327.184.992","320.230.016","0,02K","-0,03%"
"08/07/2022","322.801.984","323.260.992","334.887.008","316.752.000","0,09K","-0,14%"
"07/07/2022","323.260.992","307.216.992","325.000.000","303.000.000","0,09K","5,22%"
"06/07/2022","307.216.992","301.836.992","307.791.008","296.500.000","0,04K","1,78%"
"05/07/2022","301.836.992","301.654.016","309.084.992","290.500.000","0,07K","0,06%"
"04/07/2022","301.654.016","289.500.000","301.655.008","287.000.992","0,06K","4,20%"
"03/07/2022","289.500.000","288.838.016","293.876.000","283.711.008","0,03K","0,23%"
"02/07/2022","288.839.008","289.759.008","290.703.008","286.671.008","0,02K","-0,32%"
"01/07/2022","289.759.008","297.000.000","309.739.008","285.999.008","0,07K","-2,37%"
"30/06/2022","296.790.016","299.192.992","299.249.984","280.719.008","0,05K","-0,80%"
"29/06/2022","299.192.992","301.864.992","303.063.008","296.720.000","0,06K","-0,89%"
"28/06/2022","301.864.992","309.491.008","314.000.000","300.329.984","0,06K","-2,46%"
"27/06/2022","309.491.008","313.660.992","318.224.992","306.000.000","0,05K","-1,31%"
"26/06/2022","313.600.000","318.708.992","323.375.008","313.465.984","0,04K","-1,60%"
"25/06/2022","318.708.992","314.499.008","319.000.000","311.766.016","0,03K","1,34%"
"24/06/2022","314.499.008","312.278.016","317.752.000","308.294.016","0,06K","0,71%"
"23/06/2022","312.278.016","297.300.000","313.751.008","297.300.000","0,06K","5,04%"
"22/06/2022","297.300.000","307.500.000","310.000.000","295.606.016","0,06K","-3,32%"
"21/06/2022","307.500.992","303.500.000","319.977.984","302.326.016","0,08K","1,21%"
"20/06/2022","303.822.016","305.254.016","310.382.016","291.500.000","0,08K","-0,44%"
"19/06/2022","305.169.984","282.631.008","307.788.000","267.819.008","0,09K","7,97%"
"18/06/2022","282.631.008","304.000.992","307.190.016","263.078.000","0,14K","-7,03%"
"17/06/2022","304.000.992","303.833.984","315.596.992","302.800.000","0,07K","0,10%"
"16/06/2022","303.699.008","332.209.984","337.928.992","302.500.000","0,08K","-8,58%"
"15/06/2022","332.209.984","327.756.000","335.000.000","298.201.984","0,14K","1,36%"
"14/06/2022","327.756.000","331.841.984","342.004.992","308.012.000","0,12K","-1,23%"
"13/06/2022","331.841.984","390.264.000","393.547.008","321.230.016","0,16K","-15,02%"
"12/06/2022","390.500.000","416.088.992","417.391.008","390.500.000","0,06K","-6,13%"
"11/06/2022","415.987.008","427.000.992","430.670.016","413.187.008","0,04K","-2,58%"
"10/06/2022","427.000.992","439.185.984","440.000.000","425.000.000","0,05K","-2,76%"
"09/06/2022","439.100.992","438.462.016","445.366.016","436.280.992","0,02K","0,15%"
"08/06/2022","438.462.016","451.147.008","452.190.016","432.849.984","0,04K","-2,81%"
"07/06/2022","451.147.008","452.704.992","456.000.992","425.068.000","0,06K","-0,34%"
"06/06/2022","452.704.992","433.793.984","457.244.000","433.544.992","0,04K","4,36%"
"05/06/2022","433.793.984","432.000.000","435.996.000","429.500.000","0,02K","0,42%"
"04/06/2022","432.000.000","430.203.008","433.190.016","428.832.992","0,01K","0,42%"
"03/06/2022","430.203.008","441.764.992","445.548.992","427.747.008","0,03K","-2,62%"
"02/06/2022","441.764.992","437.999.008","444.569.984","433.000.000","0,05K","-0,06%"
"01/06/2022","442.041.984","463.900.000","465.950.016","438.020.992","0,04K","-4,71%"
"31/05/2022","463.900.000","460.148.992","469.420.992","455.552.000","0,04K","0,83%"
"30/05/2022","460.071.008","429.480.000","465.998.016","428.116.992","0,07K","7,12%"
"29/05/2022","429.480.000","423.860.000","429.999.008","422.504.000","0,02K","1,33%"
"28/05/2022","423.860.000","418.606.016","425.880.992","418.300.992","0,02K","1,26%"
"27/05/2022","418.606.016","430.160.992","430.422.016","414.200.000","0,04K","-2,69%"
"26/05/2022","430.160.992","434.193.984","437.580.000","414.000.000","0,05K","-0,93%"
"25/05/2022","434.193.984","435.108.000","442.788.000","430.569.984","0,03K","-0,21%"
"24/05/2022","435.108.000","428.731.008","436.684.992","424.000.000","0,03K","1,49%"
"23/05/2022","428.729.984","443.991.008","448.816.992","426.000.000","0,07K","-3,44%"
"22/05/2022","443.992.000","432.324.992","444.750.016","429.952.000","0,03K","2,70%"
"21/05/2022","432.324.992","431.777.984","434.545.984","428.150.016","0,02K","0,13%"
"20/05/2022","431.777.984","445.348.992","449.841.984","425.000.000","0,04K","-3,05%"
"19/05/2022","445.348.992","425.094.016","447.168.992","425.000.992","0,07K","4,76%"
"18/05/2022","425.094.016","447.300.000","448.999.008","425.088.000","0,04K","-4,96%"
"17/05/2022","447.300.000","441.976.000","450.000.000","435.504.992","0,04K","1,20%"
"16/05/2022","441.976.000","459.096.992","459.142.016","432.047.008","0,04K","-3,73%"
"15/05/2022","459.096.992","442.751.008","459.190.016","433.312.992","0,03K","3,69%"
"14/05/2022","442.751.008","430.504.992","445.552.000","423.840.992","0,04K","2,84%"
"13/05/2022","430.504.992","428.196.992","454.097.984","426.500.000","0,07K","0,54%"
"12/05/2022","428.200.000","426.748.992","442.830.016","400.000.000","0,15K","0,34%"
"11/05/2022","426.748.992","455.088.992","469.000.000","400.004.000","0,14K","-6,23%"
"10/05/2022","455.088.992","455.123.008","479.039.008","446.268.000","0,08K","-0,51%"
"09/05/2022","457.400.992","500.000.000","501.024.000","448.824.992","0,11K","-8,52%"
"08/05/2022","500.000.000","522.260.000","522.260.992","496.700.000","0,06K","-4,26%"
"07/05/2022","522.260.000","527.544.992","528.124.992","514.332.992","0,02K","-1,00%"
"06/05/2022","527.544.000","536.958.016","536.958.016","519.960.992","0,05K","-1,75%"
"05/05/2022","536.958.016","574.851.968","576.593.984","530.361.984","0,08K","-6,59%"
"04/05/2022","574.851.968","553.374.016","577.811.008","551.000.000","0,05K","3,88%"
"03/05/2022","553.374.016","562.608.000","563.168.000","551.000.000","0,02K","-1,62%"
"02/05/2022","562.508.032","561.548.992","569.998.976","559.000.000","0,02K","0,17%"
"01/05/2022","561.548.992","553.838.016","563.496.000","551.000.000","0,02K","1,39%"
"30/04/2022","553.838.016","563.696.000","564.099.968","552.366.976","0,03K","-1,75%"
"29/04/2022","563.696.000","576.560.000","577.950.016","559.169.984","0,05K","-2,23%"
"28/04/2022","576.560.000","566.822.976","584.147.968","565.105.984","0,08K","1,72%"
"27/04/2022","566.822.976","552.275.968","569.750.016","550.028.032","0,05K","2,63%"
"26/04/2022","552.275.968","583.001.024","586.217.984","547.852.032","0,09K","-5,27%"
"25/04/2022","583.001.024","569.486.976","583.598.976","554.000.000","0,07K","2,37%"
"24/04/2022","569.486.976","571.000.000","575.000.000","565.779.968","0,02K","-0,26%"
"23/04/2022","571.000.000","575.001.024","576.985.984","569.203.968","0,02K","-0,70%"
"22/04/2022","575.001.024","583.593.024","586.830.016","568.033.024","0,04K","-1,47%"
"21/04/2022","583.593.024","595.321.984","615.699.968","574.628.992","0,06K","-1,97%"
"20/04/2022","595.321.984","595.376.000","605.000.000","589.283.008","0,04K","-0,01%"
"19/04/2022","595.376.000","587.899.008","597.731.008","581.489.024","0,05K","1,27%"
"18/04/2022","587.899.008","572.115.008","590.300.992","557.851.008","0,06K","2,76%"
"17/04/2022","572.115.008","581.500.032","583.750.016","571.180.032","0,02K","-1,61%"
"16/04/2022","581.500.032","583.299.968","584.249.024","576.102.016","0,02K","-0,31%"
"15/04/2022","583.299.968","576.337.024","585.889.984","574.374.016","0,02K","1,25%"
"14/04/2022","576.121.984","591.744.000","595.000.000","572.000.000","0,04K","-2,64%"
"13/04/2022","591.744.000","578.569.984","594.998.976","570.947.968","0,06K","2,28%"
"12/04/2022","578.569.984","574.276.992","585.000.000","567.180.032","0,04K","0,75%"
"11/04/2022","574.276.992","607.569.984","610.000.000","569.347.968","0,07K","-5,48%"
"10/04/2022","607.569.984","615.016.000","622.300.032","605.000.000","0,03K","-1,21%"
"09/04/2022","615.016.000","608.268.032","615.169.024","607.542.016","0,02K","1,11%"
"08/04/2022","608.268.032","625.590.016","631.809.984","608.000.000","0,04K","-2,83%"
"07/04/2022","625.992.000","622.678.976","631.531.008","618.000.000","0,05K","0,53%"
"06/04/2022","622.678.976","655.004.032","655.004.032","622.678.976","0,09K","-4,94%"
"05/04/2022","655.006.976","669.881.024","674.401.024","654.068.992","0,05K","-2,22%"
"04/04/2022","669.881.024","666.494.976","670.000.000","648.720.000","0,06K","0,51%"
"03/04/2022","666.494.976","659.052.032","677.500.992","653.539.008","0,05K","1,13%"
"02/04/2022","659.052.032","664.169.984","675.569.984","656.398.016","0,04K","-0,77%"
"01/04/2022","664.169.984","653.486.016","670.000.000","636.753.024","0,07K","1,61%"
"31/03/2022","653.619.008","675.001.024","680.001.024","650.000.000","0,08K","-3,17%"
"30/03/2022","675.001.024","681.190.016","682.585.024","671.000.000","0,06K","-0,91%"
"29/03/2022","681.190.016","681.950.976","687.500.032","676.700.032","0,06K","-0,12%"
"28/03/2022","682.000.000","668.982.976","688.888.000","668.000.000","0,10K","1,95%"
"27/03/2022","668.982.976","637.648.000","669.550.016","637.484.032","0,06K","4,91%"
"26/03/2022","637.648.000","635.838.976","641.729.984","633.000.000","0,05K","0,28%"
"25/03/2022","635.838.976","629.419.008","645.982.016","626.249.984","0,08K","1,02%"
"24/03/2022","629.419.008","615.609.984","631.548.032","613.267.968","0,14K","2,24%"
"23/03/2022","615.609.984","607.388.992","615.609.984","600.601.024","0,07K","1,35%"
"22/03/2022","607.388.992","588.881.984","618.548.992","586.524.032","0,12K","3,14%"
"21/03/2022","588.881.984","589.086.976","593.291.008","581.030.976","0,04K","-0,03%"
"20/03/2022","589.084.992","602.390.016","603.249.984","587.430.976","0,04K","-2,21%"
"19/03/2022","602.390.016","597.670.976","604.000.000","594.604.992","0,04K","0,79%"
"18/03/2022","597.670.976","584.019.968","604.099.968","576.438.976","0,09K","2,36%"
"17/03/2022","583.897.024","586.001.024","590.726.016","581.000.000","0,05K","-0,36%"
"16/03/2022","586.001.024","563.257.984","595.000.000","558.113.984","0,18K","4,04%"
"15/03/2022","563.257.984","564.806.016","569.422.016","548.790.976","0,09K","-0,22%"
"14/03/2022","564.502.016","544.656.000","570.715.008","542.251.008","0,07K","3,61%"
"13/03/2022","544.824.000","557.699.968","562.657.024","543.358.016","0,04K","-2,31%"
"12/03/2022","557.710.016","557.427.008","564.668.032","556.972.032","0,03K","0,05%"
"11/03/2022","557.427.008","565.622.016","575.100.032","551.489.984","0,07K","-1,45%"
"10/03/2022","565.622.016","601.364.992","601.889.024","555.996.992","0,13K","-5,94%"
"09/03/2022","601.364.992","559.998.976","609.488.000","559.660.032","0,11K","7,39%"
"08/03/2022","559.998.976","550.099.008","567.566.016","547.980.032","0,08K","1,80%"
"07/03/2022","550.099.008","556.520.000","570.000.000","537.758.976","0,10K","-1,15%"
"06/03/2022","556.520.000","568.894.976","572.638.976","551.310.016","0,07K","-2,18%"
"05/03/2022","568.894.976","566.611.968","571.440.000","560.800.000","0,04K","0,40%"
"04/03/2022","566.611.968","610.198.976","610.736.000","559.132.992","0,08K","-7,14%"
"03/03/2022","610.198.976","631.000.000","633.000.000","602.360.000","0,07K","-3,31%"
"02/03/2022","631.089.984","635.612.992","647.832.000","622.977.024","0,11K","-0,71%"
"01/03/2022","635.612.992","612.142.976","640.412.992","610.465.024","0,16K","3,34%"
"28/02/2022","615.052.992","544.121.984","629.318.976","541.710.976","0,13K","13,03%"
"27/02/2022","544.169.984","560.289.024","570.240.000","534.363.008","0,08K","-2,88%"
"26/02/2022","560.289.024","562.259.968","574.220.032","555.790.016","0,04K","-0,35%"
"25/02/2022","562.259.968","551.075.968","568.481.984","546.638.016","0,09K","2,03%"
"24/02/2022","551.075.968","536.916.992","562.700.032","495.000.000","0,18K","2,64%"
"23/02/2022","536.916.992","550.872.000","562.796.992","534.671.008","0,07K","-2,53%"
"22/02/2022","550.872.000","537.889.024","551.596.992","526.111.008","0,07K","1,54%"
"21/02/2022","542.499.968","553.217.984","565.000.000","532.633.984","0,10K","-1,94%"
"20/02/2022","553.217.984","576.390.016","576.963.968","548.851.968","0,05K","-3,98%"
"19/02/2022","576.174.016","577.809.984","581.556.992","571.499.008","0,03K","-0,28%"
"18/02/2022","577.809.984","584.844.992","589.894.016","571.001.984","0,07K","-1,20%"
"17/02/2022","584.844.992","626.785.984","630.000.000","579.788.992","0,09K","-6,69%"
"16/02/2022","626.785.984","635.238.976","635.238.976","620.963.008","0,04K","-1,30%"
"15/02/2022","635.052.992","609.964.992","636.998.016","608.923.008","0,07K","4,11%"
"14/02/2022","609.964.992","607.500.032","613.289.984","600.699.008","0,04K","0,41%"
"13/02/2022","607.500.032","607.859.008","614.369.024","604.441.024","0,02K","-0,05%"
"12/02/2022","607.779.968","610.379.008","617.249.024","602.652.992","0,04K","-0,43%"
"11/02/2022","610.379.008","625.856.000","630.000.000","606.484.992","0,08K","-2,50%"
"10/02/2022","626.035.008","636.012.992","652.803.968","622.899.008","0,14K","-1,57%"
"09/02/2022","636.012.992","635.689.024","641.500.032","624.360.000","0,06K","0,05%"
"08/02/2022","635.689.024","635.004.032","653.897.984","618.000.000","0,12K","0,11%"
"07/02/2022","635.004.032","608.625.024","641.017.984","600.000.000","0,11K","4,36%"
"06/02/2022","608.460.032","594.500.992","610.419.968","591.940.992","0,06K","2,35%"
"05/02/2022","594.499.968","596.174.016","600.000.000","587.713.024","0,06K","-0,29%"
"04/02/2022","596.235.008","536.000.000","596.422.976","533.051.008","0,12K","11,24%"
"03/02/2022","536.000.000","533.703.008","536.060.000","524.580.000","0,06K","0,43%"
"02/02/2022","533.703.008","555.390.016","556.670.016","530.264.000","0,07K","-3,90%"
"01/02/2022","555.390.016","552.563.008","562.000.000","546.001.984","0,08K","0,51%"
"31/01/2022","552.563.008","547.217.984","555.000.000","531.000.000","0,10K","0,98%"
"30/01/2022","547.217.024","550.204.992","552.000.000","541.000.000","0,05K","-0,54%"
"29/01/2022","550.204.992","543.961.024","556.120.000","540.000.000","0,05K","1,15%"
"28/01/2022","543.961.024","536.043.008","546.627.968","523.590.016","0,08K","1,58%"
"27/01/2022","535.508.992","531.184.000","537.321.984","515.131.008","0,08K","0,81%"
"26/01/2022","531.184.000","532.740.000","556.851.968","523.353.984","0,10K","-0,29%"
"25/01/2022","532.715.008","524.865.984","539.590.016","517.000.000","0,07K","1,50%"
"24/01/2022","524.865.984","522.820.000","540.486.016","478.169.984","0,18K","0,39%"
"23/01/2022","522.820.000","509.241.984","526.000.000","502.000.000","0,11K","2,67%"
"22/01/2022","509.241.984","531.494.016","533.976.992","500.000.000","0,15K","-4,19%"
"21/01/2022","531.494.016","587.390.016","593.622.016","520.188.992","0,18K","-9,52%"
"20/01/2022","587.385.984","600.339.008","623.000.000","586.694.976","0,10K","-2,16%"
"19/01/2022","600.342.016","609.249.024","611.000.000","595.419.008","0,06K","-1,46%"
"18/01/2022","609.249.024","606.657.984","611.600.000","596.992.000","0,05K","0,43%"
"17/01/2022","606.659.008","616.441.984","616.441.984","599.000.000","0,06K","-1,59%"
"16/01/2022","616.441.984","615.500.032","619.225.024","611.001.984","0,05K","0,15%"
"15/01/2022","615.500.032","617.686.976","624.240.000","610.214.016","0,05K","-0,35%"
"14/01/2022","617.686.976","609.529.984","621.708.992","600.886.976","0,06K","1,39%"
"13/01/2022","609.212.992","631.260.032","634.934.976","608.000.000","0,10K","-3,49%"
"12/01/2022","631.260.032","613.336.000","633.649.984","610.000.000","0,08K","2,92%"
"11/01/2022","613.336.000","600.324.992","618.358.976","595.219.008","0,07K","2,17%"
"10/01/2022","600.323.008","604.280.000","607.969.984","576.065.024","0,10K","-0,65%"
"09/01/2022","604.280.000","603.320.000","615.000.000","598.068.992","0,05K","0,16%"
"08/01/2022","603.320.000","600.097.984","609.916.032","590.000.000","0,08K","0,54%"
"07/01/2022","600.086.976","623.537.024","624.336.000","591.915.008","0,11K","-3,83%"
"06/01/2022","624.000.000","635.320.000","638.993.984","616.104.000","0,10K","-1,78%"
"05/01/2022","635.320.000","661.104.000","674.000.000","626.596.992","0,14K","-3,90%"
"04/01/2022","661.104.000","668.582.976","681.000.000","658.451.008","0,06K","-1,12%"
"03/01/2022","668.582.976","678.344.000","681.000.000","661.000.000","0,05K","-1,45%"
"02/01/2022","678.422.016","683.998.976","686.000.000","671.024.000","0,03K","-0,82%"
"01/01/2022","684.000.000","668.001.984","688.000.000","668.001.984","0,04K","2,30%"
"31/12/2021","668.630.016","678.748.032","695.670.016","662.499.968","0,08K","-1,49%"
"30/12/2021","678.748.032","670.025.984","688.094.016","665.500.032","0,05K","1,30%"
"29/12/2021","670.025.984","686.321.024","692.849.984","667.409.984","0,07K","-2,37%"
"28/12/2021","686.324.992","721.891.968","721.891.968","682.929.984","0,09K","-4,93%"
"27/12/2021","721.891.968","719.200.000","737.502.016","715.200.000","0,12K","0,37%"
"26/12/2021","719.200.000","715.500.992","724.499.968","703.500.032","0,08K","0,52%"
"25/12/2021","715.500.992","720.992.000","724.883.008","714.689.024","0,06K","-0,76%"
"24/12/2021","720.992.000","719.000.000","734.000.000","717.716.992","0,16K","0,28%"
"23/12/2021","718.998.976","695.001.024","725.779.968","686.668.032","0,14K","3,45%"
"22/12/2021","695.001.024","700.102.016","705.505.984","692.545.984","0,05K","-0,73%"
"21/12/2021","700.102.016","676.257.024","704.000.000","672.675.968","0,11K","3,53%"
"20/12/2021","676.256.000","673.001.024","683.049.984","660.000.000","0,08K","0,50%"
"19/12/2021","672.910.016","673.881.984","690.080.000","669.801.024","0,06K","-0,19%"
"18/12/2021","674.200.000","669.041.024","681.212.992","660.700.992","0,05K","1,01%"
"17/12/2021","667.475.008","686.001.024","689.526.976","662.000.000","0,10K","-2,70%"
"16/12/2021","686.001.024","700.038.016","706.761.024","686.000.000","0,07K","-2,00%"
"15/12/2021","700.035.968","696.382.976","708.800.000","673.705.024","0,10K","0,52%"
"14/12/2021","696.382.976","683.966.016","699.900.032","672.499.968","0,08K","1,81%"
"13/12/2021","683.980.032","720.864.000","721.865.024","670.000.000","0,10K","-5,12%"
"12/12/2021","720.864.000","710.779.008","729.000.000","703.840.000","0,07K","1,46%"
"11/12/2021","710.520.000","686.539.008","712.080.000","685.000.000","0,07K","3,48%"
"10/12/2021","686.598.016","688.817.024","719.689.984","685.580.032","0,08K","-0,32%"
"09/12/2021","688.817.984","724.270.016","727.507.008","685.580.032","0,09K","-4,89%"
"08/12/2021","724.270.016","728.542.016","734.334.976","706.116.992","0,12K","-0,59%"
"07/12/2021","728.542.016","729.998.976","745.358.976","722.001.984","0,10K","-0,20%"
"06/12/2021","729.998.976","721.241.984","736.576.000","693.150.016","0,10K","1,31%"
"05/12/2021","720.526.016","726.915.008","733.009.984","701.998.976","0,12K","-0,83%"
"04/12/2021","726.579.968","784.028.992","786.000.000","688.889.024","0,32K","-7,33%"
"03/12/2021","784.025.984","815.030.016","826.708.992","770.001.024","0,11K","-3,83%"
"02/12/2021","815.211.008","822.955.008","826.708.992","807.139.968","0,09K","-0,94%"
"01/12/2021","822.953.984","820.179.008","845.000.000","816.283.008","0,11K","0,34%"
"30/11/2021","820.182.016","830.500.992","847.000.000","806.200.000","0,09K","-1,24%"
"29/11/2021","830.505.984","821.838.976","840.000.000","809.800.000","0,15K","1,05%"
