"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"06/10/2017","5.905,38","5.922,11","5.922,75","5.894,24","4,75B","0,06%"
"05/10/2017","5.901,91","5.954,73","5.956,40","5.901,91","5,83B","-0,83%"
"04/10/2017","5.951,48","5.952,38","5.967,12","5.946,64","6,01B","0,20%"
"03/10/2017","5.939,45","5.915,43","5.953,48","5.899,53","6,25B","0,43%"
"02/10/2017","5.914,03","5.917,75","5.936,14","5.909,11","5,02B","0,22%"
"29/09/2017","5.900,85","5.855,08","5.907,44","5.851,70","5,18B","1,02%"
"28/09/2017","5.841,05","5.860,55","5.866,61","5.839,59","6,21B","-0,37%"
"27/09/2017","5.863,03","5.872,59","5.873,03","5.841,02","5,53B","-0,02%"
"26/09/2017","5.863,96","5.897,01","5.904,95","5.859,85","6,11B","-0,52%"
"25/09/2017","5.894,61","5.910,16","5.918,09","5.882,94","4,80B","-0,29%"
"22/09/2017","5.911,71","5.905,23","5.928,79","5.883,57","5,18B","0,09%"
"20/09/2017","5.906,57","5.902,21","5.908,86","5.885,83","6,18B","0,09%"
"19/09/2017","5.901,33","5.885,21","5.901,33","5.868,34","5,91B","0,28%"
"18/09/2017","5.884,61","5.875,11","5.884,61","5.851,23","5,33B","0,21%"
"15/09/2017","5.872,39","5.854,45","5.875,53","5.831,18","6,47B","0,35%"
"14/09/2017","5.852,00","5.849,72","5.867,21","5.841,40","7,57B","0,11%"
"13/09/2017","5.845,73","5.860,49","5.881,69","5.840,92","6,96B","-0,45%"
"12/09/2017","5.872,38","5.877,24","5.884,15","5.861,53","6,14B","0,01%"
"11/09/2017","5.871,88","5.863,42","5.883,95","5.858,24","5,31B","0,25%"
"08/09/2017","5.857,12","5.825,12","5.866,99","5.819,53","4,80B","0,43%"
"07/09/2017","5.832,31","5.824,52","5.835,88","5.810,48","5,20B","0,14%"
"06/09/2017","5.824,14","5.809,31","5.831,48","5.803,12","6,36B","-0,10%"
"05/09/2017","5.829,98","5.823,01","5.834,18","5.774,31","6,70B","0,28%"
"04/09/2017","5.813,74","5.858,21","5.861,60","5.806,32","5,23B","-0,86%"
